Question,Category,Codebase,Level,Number of Participant Sub-Questions,Root Questions,Root Categories,FFP Children,EFP Children,US Children,QGS Children,Tool Usage [%],Tool Usage,Duration,Dynamic Tool Usage [seconds],Static Tool Usage [seconds],Start [seconds],Start [%],Session Duration [seconds]
e5,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,70,0,70,2121,0.9213727,2302
44,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,0.7037037,d,54,37.9999998,16.0000002,2191,0.9517811,2302
4,FFP,Unfamiliar,1,2,,,0,2,0,0,0.6049383,d,86,52.0246938,33.9753062,7,0.0018037,3881
6,EFP,Unfamiliar,2,0,4,FFP,0,0,0,0,0,S,18,0,18,17,0.0043803,3881
6,EFP,Unfamiliar,2,0,4,FFP,0,0,0,0,0,S,8,0,8,35,0.0090183,3881
27,US,Unfamiliar,1,8,,,0,3,1,4,0.761194,d,67,50.999998,16.000002,93,0.0239629,3881
17,EFP,Unfamiliar,2,0,27,US,0,0,0,0,1,D,3,3,0,116,0.0298892,3881
17,EFP,Unfamiliar,2,0,27,US,0,0,0,0,1,D,7,7,0,119,0.0306622,3881
17,EFP,Unfamiliar,2,0,27,US,0,0,0,0,0.2380952,s,21,4.9999992,16.0000008,126,0.0324659,3881
27,US,Unfamiliar,2,0,27,US,0,0,0,0,1,D,13,13,0,147,0.0378768,3881
34,QGS,Unfamiliar,2,3,27,US,0,0,0,3,1,D,73,73,0,160,0.0412265,3881
34,QGS,Unfamiliar,3,0,27,US,0,0,0,0,1,D,41,41,0,160,0.0412265,3881
42,QGS,Unfamiliar,3,0,27,US,0,0,0,0,1,D,14,14,0,201,0.0517908,3881
42,QGS,Unfamiliar,3,0,27,US,0,0,0,0,1,D,18,18,0,215,0.0553981,3881
38,QGS,Unfamiliar,1,3,,,0,1,0,2,1,D,211,211,0,281,0.0724040,3881
34,QGS,Unfamiliar,2,1,38,QGS,0,1,0,0,1,D,98,98,0,281,0.0724040,3881
17,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,1,D,22,22,0,281,0.0724040,3881
42,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,1,D,3,3,0,461,0.1187838,3881
38,QGS,Unfamiliar,1,28,,,3,18,1,6,0.3459038,s,806,278.7984628,527.2015372,492,0.1267715,3881
38,QGS,Unfamiliar,2,15,38,QGS,2,10,1,2,0.4187643,s/d,437,182.9999991,254.0000009,518,0.1334708,3881
17,EFP,Unfamiliar,3,2,38,QGS,0,2,0,0,0.71875,d,32,23,9,518,0.1334708,3881
e4,EFP,Unfamiliar,4,1,38,QGS,0,1,0,0,1,D,11,11,0,539,0.1388817,3881
e5,EFP,Unfamiliar,5,0,38,QGS,0,0,0,0,1,D,11,11,0,539,0.1388817,3881
e5,EFP,Unfamiliar,3,1,38,QGS,0,1,0,0,0.1666667,S,12,2.0000004,9.9999996,550,0.1417161,3881
17,EFP,Unfamiliar,4,0,38,QGS,0,0,0,0,0.1666667,S,12,2.0000004,9.9999996,550,0.1417161,3881
8,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,8,0,8,562,0.1448080,3881
4,FFP,Unfamiliar,3,3,38,QGS,1,2,0,0,0,S,122,0,122,570,0.1468694,3881
17,EFP,Unfamiliar,4,0,38,QGS,0,0,0,0,0,S,30,0,30,581,0.1497037,3881
6,EFP,Unfamiliar,4,1,38,QGS,1,0,0,0,0,S,81,0,81,611,0.1574337,3881
5,FFP,Unfamiliar,5,0,38,QGS,0,0,0,0,0,S,51,0,51,641,0.1651636,3881
38,QGS,Unfamiliar,3,4,38,QGS,0,2,1,1,0.6196078,d,255,157.999989,97.000011,700,0.1803659,3881
34,QGS,Unfamiliar,4,3,38,QGS,0,2,1,0,0.9513889,D,144,137.0000016,6.99999840000001,721,0.1857769,3881
17,EFP,Unfamiliar,5,0,38,QGS,0,0,0,0,1,D,4,4,0,801,0.2063901,3881
17,EFP,Unfamiliar,5,0,38,QGS,0,0,0,0,1,D,11,11,0,805,0.2074208,3881
30,US,Unfamiliar,5,0,38,QGS,0,0,0,0,1,D,49,49,0,816,0.2102551,3881
38,QGS,Unfamiliar,2,6,38,QGS,1,5,0,0,0,S,95,0,95,955,0.2460706,3881
5,FFP,Unfamiliar,3,1,38,QGS,0,1,0,0,0,S,57,0,57,955,0.2460706,3881
6,EFP,Unfamiliar,4,0,38,QGS,0,0,0,0,0,S,29,0,29,983,0.2532852,3881
17,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,4,0,4,1012,0.2607575,3881
17,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,10,0,10,1016,0.2617882,3881
6,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,7,0,7,1026,0.2643649,3881
17,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,17,0,17,1033,0.2661685,3881
43,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,45,0,45,1050,0.2705488,3881
15,EFP,Unfamiliar,2,2,38,QGS,0,2,0,0,0,S,24,0,24,1095,0.2821438,3881
12,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,9,0,9,1101,0.2836898,3881
12,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,9,0,9,1110,0.2860088,3881
42,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,0.9661017,D,96,92.7457632,3.2542368,1202,0.3097140,3881
44,QGS,Unfamiliar,1,0,,,0,0,0,0,1,D,149,149,0,1298,0.3344499,3881
38,QGS,Unfamiliar,1,0,,,0,0,0,0,1,D,121,121,0,1447,0.3728421,3881
e5,EFP,Unfamiliar,1,1,,,0,1,0,0,0,S,4,0,4,1765,0.4547797,3881
17,EFP,Unfamiliar,2,0,e5,EFP,0,0,0,0,0,S,4,0,4,1765,0.4547797,3881
15,EFP,Unfamiliar,1,0,,,0,0,0,0,0,S,36,0,36,1889,0.4867302,3881
17,EFP,Unfamiliar,1,0,,,0,0,0,0,0,S,4,0,4,1925,0.4960062,3881
17,EFP,Unfamiliar,1,0,,,0,0,0,0,0,S,5,0,5,1929,0.4970368,3881
38,QGS,Unfamiliar,1,12,,,1,2,4,5,0.6424242,d,990,635.999958,354.000042,2024,0.5215151,3881
42,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,1,D,33,33,0,2097,0.5403247,3881
e8,US,Unfamiliar,2,0,38,QGS,0,0,0,0,1,D,26,26,0,2130,0.5488276,3881
17,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,1,D,47,47,0,2177,0.5609379,3881
38,QGS,Unfamiliar,2,8,38,QGS,1,1,3,3,0.5873418,s/d,790,464.000022,325.999978,2224,0.5730482,3881
42,QGS,Unfamiliar,3,0,38,QGS,0,0,0,0,1,D,14,14,0,2317,0.5970111,3881
4,FFP,Unfamiliar,3,1,38,QGS,0,1,0,0,0,S,7,0,7,2380,0.6132440,3881
17,EFP,Unfamiliar,4,0,38,QGS,0,0,0,0,0,S,7,0,7,2380,0.6132440,3881
42,QGS,Unfamiliar,3,0,38,QGS,0,0,0,0,1,D,23,23,0,2451,0.6315383,3881
e8,US,Unfamiliar,3,0,38,QGS,0,0,0,0,0.6478873,d,71,45.9999983,25.0000017,2474,0.6374646,3881
e8,US,Unfamiliar,3,0,38,QGS,0,0,0,0,1,D,80,80,0,2680,0.6905437,3881
44,QGS,Unfamiliar,3,0,38,QGS,0,0,0,0,0.9,D,10,9,1,2760,0.7111569,3881
e8,US,Unfamiliar,3,0,38,QGS,0,0,0,0,0.0909091,S,11,1.0000001,9.9999999,2953,0.7608864,3881
42,QGS,Unfamiliar,1,0,,,0,0,0,0,1,D,192,192,0,3014,0.7766040,3881
43,QGS,Unfamiliar,1,20,,,0,8,8,4,0.6118519,d,675,413.0000325,261.9999675,3206,0.8260758,3881
38,QGS,Unfamiliar,2,0,43,QGS,0,0,0,0,0.490566,s/d,53,25.999998,27.000002,3206,0.8260758,3881
26,US,Unfamiliar,2,1,43,QGS,0,1,0,0,0,S,3,0,3,3315,0.8541613,3881
12,EFP,Unfamiliar,3,0,43,QGS,0,0,0,0,0,S,3,0,3,3315,0.8541613,3881
e8,US,Unfamiliar,2,6,43,QGS,0,3,2,1,0.7584541,d,207,156.9999987,50.0000013,3389,0.8732285,3881
38,QGS,Unfamiliar,3,1,43,QGS,0,1,0,0,0.7291667,d,48,35.0000016,12.9999984,3395,0.8747745,3881
12,EFP,Unfamiliar,4,0,43,QGS,0,0,0,0,0,S,13,0,13,3409,0.8783819,3881
26,US,Unfamiliar,3,3,43,QGS,0,2,1,0,0.7794118,d,136,106.0000048,29.9999952,3460,0.8915228,3881
6,EFP,Unfamiliar,4,1,43,QGS,0,1,0,0,0,S,27,0,27,3467,0.8933265,3881
17,EFP,Unfamiliar,5,0,43,QGS,0,0,0,0,0,S,15,0,15,3479,0.8964184,3881
23,US,Unfamiliar,4,0,43,QGS,0,0,0,0,1,D,5,5,0,3547,0.9139397,3881
38,QGS,Unfamiliar,2,9,43,QGS,0,4,4,1,0.4631579,s/d,285,132.0000015,152.9999985,3596,0.9265653,3881
17,EFP,Unfamiliar,3,0,43,QGS,0,0,0,0,0.4255319,s/d,47,19.9999993,27.0000007,3596,0.9265653,3881
42,QGS,Unfamiliar,3,0,43,QGS,0,0,0,0,1,D,8,8,0,3698,0.9528472,3881
e8,US,Unfamiliar,3,3,43,QGS,0,1,2,0,0.4565217,s/d,46,20.9999982,25.0000018,3706,0.9549085,3881
27,US,Unfamiliar,4,0,43,QGS,0,0,0,0,1,D,6,6,0,3706,0.9549085,3881
31,US,Unfamiliar,4,0,43,QGS,0,0,0,0,1,D,12,12,0,3712,0.9564545,3881
17,EFP,Unfamiliar,4,0,43,QGS,0,0,0,0,0.137931,S,29,3.999999,25.000001,3723,0.9592888,3881
17,EFP,Unfamiliar,3,0,43,QGS,0,0,0,0,0,S,9,0,9,3770,0.9713991,3881
17,EFP,Unfamiliar,3,0,43,QGS,0,0,0,0,0,S,8,0,8,3812,0.9822211,3881
e8,US,Unfamiliar,3,0,43,QGS,0,0,0,0,1,D,27,27,0,3854,0.9930430,3881
1,FFP,Unfamiliar,1,55,,,13,21,21,0,0.7219843,d,2802,2023.0000086,778.9999914,43,0.0130382,3298
3,FFP,Unfamiliar,2,54,1,FFP,12,21,21,0,0.7181621,d,2764,1985.0000444,778.9999556,81,0.0245603,3298
1,FFP,Unfamiliar,3,27,1,FFP,9,10,8,0,0.5392912,s/d,1298,699.9999776,598.0000224,138,0.0418435,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,148,148,0,138,0.0418435,3298
2,FFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,224,0,224,286,0.0867192,3298
5,FFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,51,0,51,531,0.1610067,3298
31,US,Unfamiliar,4,0,1,FFP,0,0,0,0,0.9830508,D,59,57.9999972,1.0000028,652,0.1976956,3298
3,FFP,Unfamiliar,4,1,1,FFP,0,1,0,0,0.2156863,s,102,22.0000026,79.9999974,711,0.2155852,3298
6,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0.125,S,64,8,56,749,0.2271073,3298
5,FFP,Unfamiliar,4,1,1,FFP,0,1,0,0,0,S,102,0,102,813,0.2465130,3298
6,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,102,0,102,813,0.2465130,3298
5,FFP,Unfamiliar,4,1,1,FFP,0,1,0,0,0,S,11,0,11,915,0.2774409,3298
6,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,11,0,11,915,0.2774409,3298
5,FFP,Unfamiliar,4,1,1,FFP,0,1,0,0,0,S,38,0,38,926,0.2807762,3298
6,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,38,0,38,926,0.2807762,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,20,20,0,971,0.2944209,3298
7,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,8,0,8,991,0.3004851,3298
6,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,14,0,14,1000,0.3032141,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,0.9,D,20,18,2,1014,0.3074591,3298
31,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,35,35,0,1034,0.3135233,3298
5,FFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,33,33,0,1069,0.3241358,3298
3,FFP,Unfamiliar,4,4,1,FFP,0,2,2,0,1,D,252,252,0,1102,0.3341419,3298
27,US,Unfamiliar,5,0,1,FFP,0,0,0,0,1,D,52,52,0,1102,0.3341419,3298
27,US,Unfamiliar,5,2,1,FFP,0,2,0,0,1,D,200,200,0,1154,0.3499090,3298
12,EFP,Unfamiliar,6,0,1,FFP,0,0,0,0,1,D,2,2,0,1183,0.3587022,3298
12,EFP,Unfamiliar,6,0,1,FFP,0,0,0,0,1,D,68,68,0,1225,0.3714372,3298
5,FFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0.8157895,D,38,31.000001,6.999999,1354,0.4105518,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,10,0,10,1392,0.4220740,3298
6,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,17,0,17,1402,0.4251061,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,0,S,7,0,7,1419,0.4302608,3298
3,FFP,Unfamiliar,3,25,1,FFP,1,11,13,0,0.8715401,D,1409,1228.0000009,180.9999991,1436,0.4354154,3298
14,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,25,25,0,1436,0.4354154,3298
31,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,322,322,0,1461,0.4429958,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,4,4,0,1783,0.5406307,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,57,57,0,1787,0.5418435,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,10,10,0,1851,0.5612492,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,130,130,0,1861,0.5642814,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,7,7,0,1991,0.6036992,3298
27,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,35,35,0,1998,0.6058217,3298
25,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,83,83,0,2033,0.6164342,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,55,55,0,2134,0.6470588,3298
29,US,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,30,30,0,2189,0.6637356,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,7,7,0,2219,0.6728320,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,7,7,0,2226,0.6749545,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,16,16,0,2233,0.6770770,3298
17,EFP,Unfamiliar,4,0,1,FFP,0,0,0,0,1,D,52,52,0,2249,0.6819284,3298
31,US,Unfamiliar,4,2,1,FFP,0,0,2,0,1,D,181,181,0,2301,0.6976956,3298
23,US,Unfamiliar,5,0,1,FFP,0,0,0,0,1,D,46,46,0,2319,0.7031534,3298
31,US,Unfamiliar,5,0,1,FFP,0,0,0,0,1,D,30,30,0,2408,0.7301395,3298
e8,US,Unfamiliar,4,6,1,FFP,1,3,2,0,0.434375,s/d,320,139,181,2525,0.7656155,3298
e8,US,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,16,0,16,2585,0.7838084,3298
8,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,54,0,54,2601,0.7886598,3298
6,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,6,0,6,2655,0.8050334,3298
27,US,Unfamiliar,5,0,1,FFP,0,0,0,0,1,D,13,13,0,2661,0.8068526,3298
5,FFP,Unfamiliar,5,0,1,FFP,0,0,0,0,0,S,61,0,61,2674,0.8107944,3298
17,EFP,Unfamiliar,5,0,1,FFP,0,0,0,0,1,D,20,20,0,2735,0.8292905,3298
31,US,Unfamiliar,1,9,,,0,2,6,1,1,D,453,453,0,2845,0.8626440,3298
38,QGS,Unfamiliar,2,0,31,US,0,0,0,0,1,D,6,6,0,2917,0.8844754,3298
31,US,Unfamiliar,2,7,31,US,0,2,5,0,1,D,327,327,0,2971,0.9008490,3298
27,US,Unfamiliar,3,0,31,US,0,0,0,0,1,D,18,18,0,3013,0.9135840,3298
27,US,Unfamiliar,3,0,31,US,0,0,0,0,1,D,10,10,0,3031,0.9190418,3298
25,US,Unfamiliar,3,1,31,US,0,1,0,0,1,D,46,46,0,3041,0.9220740,3298
e5,EFP,Unfamiliar,4,0,31,US,0,0,0,0,1,D,2,2,0,3058,0.9272286,3298
17,EFP,Unfamiliar,3,0,31,US,0,0,0,0,1,D,110,110,0,3117,0.9451183,3298
27,US,Unfamiliar,3,0,31,US,0,0,0,0,1,D,4,4,0,3246,0.9842329,3298
27,US,Unfamiliar,3,0,31,US,0,0,0,0,1,D,39,39,0,3259,0.9881747,3298
e8,US,Unfamiliar,1,23,,,1,8,14,0,0.7740385,d,840,650.19234,189.80766,31,0.0119414,2596
23,US,Unfamiliar,2,22,e8,US,1,8,13,0,0.758665,d,779,591.000035,187.999965,92,0.0354391,2596
31,US,Unfamiliar,3,6,e8,US,0,6,0,0,0.5843373,s/d,332,193.9999836,138.0000164,92,0.0354391,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,41,41,0,138,0.0531587,2596
12,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0,S,9,0,9,179,0.0689522,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0,S,12,0,12,188,0.0724191,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0.1818182,S,22,4.0000004,17.9999996,257,0.0989985,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0,S,9,0,9,279,0.1074730,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0,S,82,0,82,288,0.1109399,2596
23,US,Unfamiliar,3,14,e8,US,1,2,11,0,0.8694158,D,291,252.9999978,38.0000022,580,0.2234206,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,10,10,0,608,0.2342065,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,5,5,0,618,0.2380586,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,12,12,0,623,0.2399846,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,635,0.2446071,2596
1,FFP,Unfamiliar,4,4,e8,US,0,2,2,0,0.5,s/d,76,38,38,644,0.2480740,2596
6,EFP,Unfamiliar,5,0,e8,US,0,0,0,0,0,S,9,0,9,653,0.2515408,2596
21,US,Unfamiliar,5,2,e8,US,0,1,1,0,0.5,s/d,58,29,29,662,0.2550077,2596
6,EFP,Unfamiliar,6,0,e8,US,0,0,0,0,0,S,29,0,29,662,0.2550077,2596
27,US,Unfamiliar,6,0,e8,US,0,0,0,0,1,D,14,14,0,691,0.2661787,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,5,5,0,725,0.2792758,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,24,24,0,730,0.2812018,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,1,1,0,823,0.3170262,2596
21,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,14,14,0,846,0.3258860,2596
21,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,11,11,0,860,0.3312789,2596
4,FFP,Unfamiliar,1,0,,,0,0,0,0,1,D,14,14,0,934,0.3597843,2596
42,QGS,Unfamiliar,1,0,,,0,0,0,0,1,D,10,10,0,1093,0.4210324,2596
43,QGS,Unfamiliar,1,0,,,0,0,0,0,1,D,53,53,0,1117,0.4302773,2596
e8,US,Unfamiliar,1,47,,,1,15,25,6,0.7644757,d,1287,983.8802259,303.1197741,1309,0.5042373,2596
34,QGS,Unfamiliar,2,0,e8,US,0,0,0,0,1,D,20,20,0,1333,0.5134823,2596
27,US,Unfamiliar,2,0,e8,US,0,0,0,0,1,D,38,38,0,1375,0.5296610,2596
6,EFP,Unfamiliar,2,0,e8,US,0,0,0,0,0.125,S,8,1,7,1413,0.5442989,2596
6,EFP,Unfamiliar,2,0,e8,US,0,0,0,0,0,S,4,0,4,1421,0.5473806,2596
27,US,Unfamiliar,2,0,e8,US,0,0,0,0,0,S,16,0,16,1425,0.5489214,2596
34,QGS,Unfamiliar,2,10,e8,US,0,6,3,1,0.1082474,S,194,20.9999956,173.0000044,1441,0.5550847,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,2,0,2,1441,0.5550847,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,7,0,7,1443,0.5558552,2596
6,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,25,0,25,1450,0.5585516,2596
12,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,14,0,14,1504,0.5793529,2596
17,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,51,0,51,1518,0.5847458,2596
17,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,6,0,6,1569,0.6043914,2596
12,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,21,0,21,1575,0.6067026,2596
17,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,27,0,27,1596,0.6147920,2596
25,US,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,3,0,3,1623,0.6251926,2596
34,QGS,Unfamiliar,3,0,e8,US,0,0,0,0,0.6666667,d,9,6.0000003,2.9999997,1626,0.6263482,2596
3,FFP,Unfamiliar,2,30,e8,US,0,7,20,3,0.8949011,D,961,859.9999571,101.0000429,1635,0.6298151,2596
6,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,20,0,20,1670,0.6432974,2596
17,EFP,Unfamiliar,3,0,e8,US,0,0,0,0,0,S,10,0,10,1690,0.6510015,2596
31,US,Unfamiliar,3,1,e8,US,0,1,0,0,0.0612245,S,49,3.0000005,45.9999995,1700,0.6548536,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0,S,7,0,7,1710,0.6587057,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,8,8,0,1749,0.6737288,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,5,5,0,1757,0.6768105,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,33,33,0,1762,0.6787365,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,4,4,0,1795,0.6914484,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,12,12,0,1799,0.6929892,2596
23,US,Unfamiliar,3,20,e8,US,0,4,13,3,1,D,769,769,0,1827,0.7037750,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,1,1,0,1882,0.7249615,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,12,12,0,1899,0.7315100,2596
e5,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,7,7,0,1962,0.7557781,2596
34,QGS,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,18,18,0,1969,0.7584746,2596
e5,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,2010,0.7742681,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,2019,0.7777350,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,2,2,0,2061,0.7939137,2596
38,QGS,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,31,31,0,2082,0.8020031,2596
12,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,43,43,0,2113,0.8139445,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,11,11,0,2196,0.8459168,2596
38,QGS,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,25,25,0,2207,0.8501541,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,13,13,0,2274,0.8759630,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,2,2,0,2287,0.8809707,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,5,5,0,2329,0.8971495,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,5,5,0,2337,0.9002311,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,2,2,0,2367,0.9117874,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,13,13,0,2369,0.9125578,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,3,3,0,2387,0.9194915,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,2482,0.9560863,2596
25,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,21,21,0,2515,0.9687982,2596